sen,label
We shall try to arrange a video conference with Houston when Howard is back.,2
"We should discuss further, though; very interesting idea.",2
We should discuss the continued use of Bill Ogden for non-compete litigation.,2
We should try to talk tomorrow or Friday.,2
"We try to meet every Monday night to pray over special prayer request that we have received along with praying for the needs our families, friends, church, government and even our enemies.",2
We will discuss in 2001.,2
We will discuss this next week when he comes to town.,2
We will have to meet up somewhere.,2
"We will have to pay and get out to our hole, so give yourself some time if you want to hit a few before we tee off.",2
We will meet in Herman's office on 33.,2
"We will need a follow up call anyway, once we know what to do to meet the accting objectives.",2
We will need to discuss how to adjust physical risk to match the flow constraints on EPNG.,2
We would like you and a guest to join us for the 3rd and 4th rounds of the Tour Championship on Saturday and Sunday.,2
"We would like, however, to move the meeting to 2 p.m. Tuesday.",2
We would really appreciate it if you would just take a moment to let us know about the quality of your experience.,2
We'll discuss again when I am over next week.,2
We'll have to allow extra time next Monday for a double de-brief.,2
"We'll lay out all the options and let you decide, with no judgement on our part.",2
"We'll need to discuss tomorrow on the call what position, if any, we (Enron) takes vis-a-vis New Power's attempts to get default provider.",2
We'll save the Scott Mills discussion for a later date!,2
We're going - want to join us?,2
What do you say about that?,2
What do you want to do about lunch tomorrow?,2
What is the status of your looking at the LNG contract issues?,2
What is your address??,2
What is your hotmail nickname?,2
What is your parents address?,2
What time are you arriving on Friday?,2
What will you be focused on?,2
When do you think you'll have more specifics on timing and the exact people we will be meeting with (can you send along their titles also).,2
When do you want to discuss this (or have us discuss it with the right B & P person)?,2
"When done, please forward back to me for distribution.",2
When we get together I would like to sit down and go through a number of organizational re-alignments and what we may want to do on the regulatory front to support those businesses.,2
When would you like to talk re: Mr. Bray?,2
When you download MP3 files you should download them in 128 kps format.,2
When you get a chance would you redraft the CES invoice and call me?,2
"When you get a chance, please page me at 888.916.7184.",2
When you get a minute I need to discuss the last attachment for the Co Op term sheet (the asset management one).,2
When you get a minute I would like to catch you up on these issues.,2
"When you get back, give a call and we can meet at break or have lunch or a beer after work or something.",2
"When you get to the Enron Building, please ask for me or my assistant, Twanda Sweet, and one of us will take you to the conference room.",2
Who can join me for this meeting?,2
Will it be possible for you to be here to support the accountants until 5pm?,2
Will you or someone on your team rewrite as necessary?,2
Would you be willing join us?,2
Would you check on the status of meter request 02325 and let me know where it stands?,2
"Would you like me to fax to you, or bring copies to tomorrow's meeting?",2
Would you like to schedule a time to discuss this with me and outside counsel?,2
Would you please include my name on all future e-mails.,2
Would you please juggle the rest of my calendar to accommodate this?,2
Would you please write a description on how Consumers Energy works on the billing for title transfers?,2
"Yes, it's for finance, though you're welcome to join---we can use all the help that we can get.",2
"You have a paycheck here for *$25 waiting for Jude* from PanelBuck and they don't know your address, can you complete your profile?",2
You have some time to sit and discuss a bit?,2
You just need to complete your full profile so we can provide the best rates and terms for it.,2
You must complete an application and meet specific eligibility requirements in order to receive financial assistance from the government.,2
You need to confirm your registration to become a full member!,2
You need to discuss this with the East Desk.,2
You should e mail her sometimes.,2
You should feel free to edit away!,2
You should however consider the Section 529 plans that I believe we have discussed previously.,2
You want to try to have lunch?,2
and give me a call today!,2
 We would like to get in touch with you.,2
   Please join us for as many events as your schedule allows!,2
A dinner / lunch on Fri would work for me.,2
After your review we can make the necessary changes and modifications.,2
"Also , we need to talk about the weekend of 01/12 .",2
"Alternatively, we can delay the conversation till next week.",2
And I like to discuss further the points you were making on the call.,2
And do you folks have a copy of the Peace letter (treatise) sent to FERC last week?,2
"And, yes, we'll get both you and Phil on Stan's calendar to go over the Operations Alliances topic...I will await their call to schedule.",2
"Any chance of finalizing the California tariff Monday morning (have a call, say, 7:30/8:00 AM PDT)?",2
Any chance of getting a slight delay (say until next Wednesday or Thursday) to complete them?,2
Any chance of getting together with both of you?,2
"Anytime you want to go to lunch to check on the house status, I'd be glad to go...",2
Are you available tomorow to discuss further?,2
"As well, I would suggest we start discussions with Reeding & Bates which according to both Redmond and Thompson is a live deal.",2
Ashley and I were looking forward to going out to dinner with you guys on Saturday.,2
Cheryl and John would like to extend an invitation to you and your wife to be their guests at the worthy event.,2
"Chris, I need your 2000 accomplishments and Enron resume/deal anthology before Friday.",2
Contact Joe and suggest that he meet with you while you are there or I could do it for you.,2
"Dear Ken: When the timing is right, I would like to visit with you (and Linda if appropriate) to discuss my idea of writing a scholarly but lively history of Enron.",2
Do you want to go over to the game in two weeks?,2
Glad you could join us.,2
Go to the following address;,2
"Guys, I would like to schedule a quarterly meeting to review our technical risk as a part of this reporting procedure.",2
"Guys, lets set up a meeting between the three of us on Monday ASAP to discuss.",2
He said... Let's go out and have some fun tonight.,2
"Hey, we need to talk about something else--I'm getting a pheasant hunting trip organized for late Oct. Interested?",2
"Hi, Rick---If you don't mind, Lyn's asked that you join him at The Hyatt (am thinking the bar might just come in handy)---in front of the escalator in the lobby.",2
How about lunch today?,2
I also want to discuss any suggestion you may have on people we should be trying to recruit for this.,2
I am in hopes that we can talk further about enrolling Colleen into your school.,2
"I am interested in talking to you about Jennifer Bagwell, as well as discussing the possibility of moving Susan Scott back to my book.",2
I can meet around 10:00.,2
"I have a meeting at 11am and a class from 1pm to 2pm today so if you call or email me within those time frames and I don't respond for a while, that's why.",2
I have a time slot available at 2:00 but I can reorganize my schedule to accommodate you.,2
I have some ideas regarding the transition and would like to share them with you and/or your communication transition team.,2
"I have suggested to Harry and Carlos, that we jointly interview each applicant.",2
"I know your life is very complicated and I don't want to make it worse, but if you ever have the time and inclination to go to lunch, dinner, movie, whatever, I'd definitely be up for it.",2
I may have to get with you in the morining on this.,2
I need an extension--I'll give you any comments I have tomorrow by email.,2
"I really think that we need to get together tomorrow nite to finalize, but I don't feel like pushing it too much.",2
I shall be driving back from Waco and barring any emergency I shall join you.,2
I shall be glad to meet for dinner/coffee and chat.,2
I shall be glad to meet with you.,2
I shall call you Friday morning my time.,2
I shall give you a call within the next few days to update you on our work and developments at Enron.,2
I shall join you there.,2
I suggest a conference call with Delta at 100 to discuss where we are.,2
"I think I might need to talk to you about this tomorrow, because I'm confused.",2
I will discuss with you when I have more details.,2
I would also like to discuss the staffing issues.,2
I would be happy to reschedule at your team's convenience.,2
I would be happy to reschedule for next week.,2
"I would like to invite you and a guest to join me for the annual Juvenile Diabetes Foundation Gala to be held on May 12, 2001 at the Westin Galleria.",2
I would like to speak with you about an open position in our organization.,2
I would love to come to your dinner party!,2
I'd be pleased to meet you.... $LINK,2
I'd better meet you downstairs or wherever we are going.,2
I'll call you when (and if) I get off this call.,2
I'll fill you in tomorrow on why it's so high level (and repetitive).,2
I'll look at it and get back to you first thing Monday.,2
I'll see you tonight at choir rehearsal.,2
I'll try to get the tariff numbers and get back to you.,2
I'll visit with you tomorrow about what to do.,2
I'm also available to discuss the proposal further by phone if you would like to talk before Monday.,2
I'm available at about 11:45 AM my time if you'd like to try to talk then.,2
I'm glad to discuss this if I can be of help.,2
I'm looking forward to your discussion regarding the reregulation threat at the next meeting.,2
"I'm not sure about our schedule, but if we have free time which matches up with you, I would like to spend some time discussing the issues.",2
"I'm out next week, but will probably give you a call to discuss a bit.",2
"I'm sure that you're extremely busy, but I'd be very interested in talking to you at your convenience to discuss the viability of growing grapes on my property.",2
I've available to you or your colleagues at any time.,2
If You consider interesting evaluate the partnership I will meet You in NYC as soon as possible before Sunday when I have to go in Italy for some meetings.,2
"If possible, I am going to try and permit each site for 45 ppm NOx as opposed to the 25 ppm NOx number, so I would appreciate your assistance in this also.",2
"If you can't, we will try to get one of the neighbors.",2
"If you don't know your Customer Number or PIN, go to capitalone360.com, select 'Sign In' and use the online tool to look up your Customer Number or Reset your PIN.",2
In our phone conversation before the meeting you mentioned another contractual arrangement under which we could work with your company employees on a case-study.,2
"Ina, will you have the IT group order and install Socal Gasslect and Passport on my desktop and laptop pc?",2
It would be great to meet in person and discuss issues.,2
"Jeff, hopefully we can convince you to come when we re-schedule - seemed like an easy call.",2
Just want to touch base in the event that there's any follow up.,2
Let's aim for Thursday am.,2
Let's definitely try to coordinate for the next meeting.,2
Let's keep sending back and forth and get together Wednesday morning to finalize.,2
Let's regroup on Monday.,2
Let's share some research and see if there is any place that we could get excited about going.,2
Let's wait for Sandeep: he comes back Wednesday.,2
Monday lunch ?,2
Need to fill you in on the investigation discussions with the Republicans in today's meeting with Lay.,2
Or I could meet you during break on Monday.,2
Perhaps coffee or lunch?,2
Perhaps we can also arrange a discussion about the interconnection agreement.,2
Please get involved here and let these people know this.,2
Purchase and enjoy instantly on your Android phone or tablet without the hassle of syncing.,2
"Rick, I need your view on which of these deals need to go through the board:",2
"Shelly, we can do that but check with Cindy when she returns next week.",2
The news from India continues to be grim and I have several things that I want to discuss with you.,2
The tentative plan is that we can go to dinner together on 10/31.,2
"We can add change of law as an event which gives us schedule relief, but we might want to broaden the definition of change of law.",2
We can arrange a 3-way call with your current carrier to help with that.,2
We can continue individual meetings in the afternoon.,2
We can make the salary retroactive as part of the contract.,2
"We can offer the seminar / discussion session on Monday, December 18, at 3:30.",2
"We need to finish up with the site specific agreement for the equipment, then they can have the whole enchilada.",2
We need to produce a report from the Intra-month book that we can use to tie out.,2
We need to reach resolution on some issues.,2
We shall be very glad to join you to celebrate the holidays.,2
We shall hold an internal follow-up meeting next Monday to review potential projects on which we could cooperate in the future.,2
We should be able to respond before the end of the week.,2
We wil l deliver to your office tomorrow specific legislative language and existing 20 bills that we believe can accommodate our proposals.,2
We'll be setting up a call in number first thing Monday morning.,2
We'll need to update the numbers for the offer we made to S.D. last week.,2
Wednesday works next week.,2
"Wednesday, Dec. 13th would work best for me.",2
Why don't you just pick a restaurant and I'll meet you there.,2
You MUST SIGN UP RIGHT NOW:,2
You and Eldon want to stay at my apartment on Sunday night?,2
You coming diving with me and Shea tomorrow?,2
You want to join?,2
You're welcome to join.,2
Go here to register now.,2
"Open your Internet browser, and click in the box where you usually see the Web page address.",2
Follow below if you would like to see the steps needed to pick up a $150 pass for summer.,2
If you think there’s things to improve leave us 3 or 4 stars and tell us what or if you think the app is rubbish leave us 1 or 2 stars and let us know why.,2
And get on the call with Paul.,2
"If you'd like to manage your Google Account Activity Reports, go to:",2
Why don't you check with me in April or May to see whether we are hiring summer associates.,2
Did our HR guys get the apartment lined up for me yet?,2
Take Surveys and Get Your Paycheck With This New Survey Jude Spear!,2
Please login and complete the payment information and your full service will be activated!,2
"To cancel or update your posting, please log-in to your Cardinal Careers account and click the JOBS link from the menu on top of your home page and select the job you would like to edit by clicking on the job title.",2
Select the app you'd like to open the file.,2
Take your laptop or ipad go somewhere that you like to frequent.,2
Could you path those deals and email Mark when you are done.,2
Let's discuss further.,2
"@ReadingRecs recommend some book, please 09:14 AM - 22 Apr 14",2
Chris you set up a meeting with me next week to talk about the structure of the 2001 DPR.,2
Begin here to choose samples you would like to receive.,2
Please plan for you and Laine to be available Monday AM to make sure we are all on the same page once this all settles.,2
Send me your e-mail address at home.,2
Promise me you won't tell anyone?,2
Use the private messages to discuss with your teams and organise easily your common pearltrees!,2
Please Verify - US : FL : Zephyrhills Nursing Opportunity for: judespear185012@gmail.com,2
So get back to me with your schedule.,2
"If you'd prefer to call us to discuss your options, you can reach us 24/7 at 888.486.4722.",2
Add me to Disney Cruise Line's Do Not E-mail list,2
"Would be happy to discuss it further, and you know without me saying that I am honored that you considered me and greatly appreciative.",2
Please review and make any final changes.,2
Please contact Kate's iPhone directly for the password.,2
Please contact docusigninkfeedback@docusign.com to learn more.Document Library – Access your frequently used documents locally on your device from the new Library section.,2
Ahhh ...call me soon goon @ben_wiggin 02:01 AM - 26 Jun 14,2
@ReadingRecs and another book please 09:13 AM - 21 Apr 14,2
Please review and email Michelle your comments to this paragraph.,2
"ReadingRecs @ReadingRecs @jasonbdaly For book recommendations, just ask me.",2
Grab me on Monday.,2
Wake up! Wake up and email me.,2
P!nk - Just Give Me a Reason: $LINK,2
"Count me in, if still available.",2
Let me talk to you tomorrow over the phone and discuss it.,2
"I will be back at home by Friday evening, so let me know if there is anything that I can do before the meeting.",2
"Because my schedule is a mess (thanks to the mess California has created), if you don't reach me on my office line, please try 415.505.6633.",2
Call me when you get a chance.,2
Call me when you get home.,2
Call me when you get in on sat.,2
"FYI. Please call me on Monday to discuss, if possible.",2
"If you get a chance, shoot me a message with his info.",2
Just let me know if you would like to arrange a call or online webinar.,2
Otherwise let me know and we'll refine this process to get you what you need.,2
Please call me or e:mail any comments or suggestions.,2
Please call me when you get a chance.,2
"Please join us as we share future FileMaker product directions, demonstrations, and product line strategy.",2
"Pursuant to Michelle's request, please review the attached form and provide her with your comments.",2
So let me know after you get the required info from the schools.,2
"To contact us via e-mail, please write to mailto:customerservice@virginwines.com customerservice@virginwines.com .",2
- Annotate and modify web pages as you please,2
"- Call us 24/7 at 855.700.5121, and your personal account advisor will discuss your options to postpone payments without further hurting your credit, and possibly without requiring you to make a payment.",2
- You know you want to... Watch this short video to learn tips from a project management expert about how to work smarter not harder...,2
1. Activate your FREE 1-month trial with promo code:,2
"3. Now you can choose the service from some kind of drop down that will have a list like FTP, HTTP, TELNET, etc. and if they have Remote Desktop or RDP, then choose that.",2
"3. Now you can store, send, share, view and manage your files online.",2
"Alison, better send me what you have via fed-x or fax (505) 627-8172.",2
"Also, give Lance a call and get on his schedule.",2
"Also, if you ever need to send transport contracts to Houston, its best to send it to Sylvia Campos.",2
"Also, looks like we're on for Portland next Tuesday/Wednesday.",2
"Also, please include information on any choices or extras available.",2
"Also, please make sure to add Vicki Sharpe and Michael Smith of EES on the list, too.",2
"Also, please send me a copy of the complete response to the RFP, assuming you have that.",2
"Also, there is a status meeting at 10:00 today -- I don't know if you got message, but I hope you can participate by phone.",2
"Also, will you please send me the latest version of the Central curve mappings.",2
"Although Allah has a reason for me to know you and you can help me out from my present condition,",2
"Although the progress bar may appear to be stuck, please ignore, Tempo is still making your calendar smart.",2
And schedule some time for me to meet with him on Thursday as well.,2
"And since I want you to do this so you'll have the ability to benefit from this connection and your incredible happenstance, anywhere, any place, any time, I believe it would be best if you could keep the power of Archangel Michael as close to you at all times, so I would like you to have...",2
"Android, bringing the world's best profile manager to Android phones, along with special introduction offer, please visit the following link:",2
Any suggestions on how I can check in and see how progress is going?,2
"Anyway to discuss between now and Monday, or do we want to just take Dylan up on his offer?",2
"Anyway, would you be able to come down for lunch on Friday?",2
"Anywho, you seem like the right person to respond to this email.",2
"Apologies for asking, but something has come up and I wanted to inquire about the chances of taking the E203 final on a day other than Sunday the 10th of December.",2
Apply today and see how much we can save you!,2
Are there any local law issues with respect to performance or interpretation of the contracts?,2
"Are you available first thing Monday morning to be briefed on the analysis, my conversations with Hertzberg, what Hertzberg's strategy is, etc.?",2
"As I explained, if we schedule a DCQ of 10,000 with you and the pipeline and only deliver 9,500 to the pipeline, the pipeline will deliver 10,000 to you and collect the 500 shortfall from us.",2
"As an example, you could select two or three key moments -- from a meeting, interview or learning journey -- and re-enact them for the group.",2
"As new issues come up, please copy Mark Taylor.",2
"As we spoke I got scheduled for a 2:30 too, so how about 3:30 tomorrow?",2
"As you confirm meetings with Mr. Lay next week, could you drop a line to Maureen, Janel and me?",2
"At 6:30 tomorrow, please plan on meeting Lyn Maddox, Tom Boren, Chris Iribe and Tom King at 6:30 Ruth Chris Steak House (301/652-7877) 7317 Wisconsin Ave., Bethesda.",2
Attached please find the final presentation for the board meeting tommorrow.,2
"Be sure to download Blogstand for your iPhone, iPad and iPod today from $LINK to find great content like this from thousands of bloggers across the web.",2
"Because we respect your online time and Internet privacy, please be assured we will never share your e-mail address with third parties.",2
"Before submitting a ticket, please check our knowledge base first as we may already have an article addressing your query.",2
"Before using lino, please visit $LINK",2
"Before using lino, please visit $LINK to verify your Email address.",2
"Believe me, I understand why you want him in your group.",2
"Ben, please discuss with Dave Duran - he will be responsible for our coal generation strategy.",2
"Big Mack,,,, Just give me call when you are coming down for the DUKE interview ..... Our Department head wants to go out to lunch with you ...... casual lunch type thing.... they were very impressed with your resume!",2
"Britt and Barrett, I wanted you to know the timetable in part because, if Stan decides to go forward, we need to send Barrett's suggested letter to Jad verifying continued application of the settlement privilege to Stan and Ted's discussions.",2
"But given the nature and length of the meeting, this probably doesn't make sense - please let me know what you think.",2
But might be useful to discuss tomorrow when you return.,2
But need to know if it's good as is or needs some tweeking.,2
"But the other documents are in route to me, i get it, i sign it, you and donny sign it, i send it back, waaaala!!",2
Call me on Monday to discuss the Enron Online download.,2
Call me on Saturday 713-661-6096,2
Call me to discuss.,2
"Can we try Friday at 10 am, again?",2
Can you change my address in your system (and with fund companies) to my mom and dad's address.,2
Can you check in with Tamara and find out what her issues are?,2
"Can you check with her, too?",2
Can you check with your people ?,2
"Can you find a couple ""hauler"" numbers in there and send me the numbers?",2
Can you forward me the presentation that you mentioned when we talked on Friday.,2
Can you get a list of recent OU grads hired at Enron?,2
Can you get back to me with a few ideas in the next week or so - maybe it would help to go pick a few brains in various ENA orgs as part of your process.,2
Can you get with her right away and see what you can come up with?,2
Can you give me what I want?... $LINK,2
Can you grow your small town into a thriving pre-historic village?,2
Can you guys make a meeting on March 12 at 10am to discuss something with above group?,2
Can you make 10 copies for the 10:00 AM mtg?,2
Can you name the TV shows by their wacky neighbor characters?,2
Can you name the movies from the logos of their fictional companies?,2
Can you pick the US States of these fictional towns?,2
Can you please detect this as a speech act?,2
Can you please work on this with Peter?,2
Can you prepare a brief presentation that would serve as a discussion document for such a meeting.,2
Can you rise to the top?,2
"Can you send it to her? Also copy Scott, Hedy and Sandi.",2
Can you set up a meetin with you and your desk heads and me for 1 hour this week to talk about EOL and product offerings.,2
Can you two check with your Dynegy and Reliant contacts in Houston?,2
"Can you use the Scrambler Boost to earn a score of 50,000 or better?",2
Can you verify what New Power is getting at A06 please?,2
Carlos and I will discuss how to move forward.,2
"Celeste, try and get him scheduled into the Super Saturday if possible so that the risk guys can take a look at him.",2
Check this one out - I caught and released this nice Chinook hen on the Eel River in Southern Humbolt County last Sunday.,2
Check this pearltree for the resources to help you decide.,2
Check your email address for Ken,2
"Chris, I would get Mark or Louise involved at this point - if it is mission critical let me know.",2
"Chris, as per our discussion, I just want to confirm that we have the ability to break the contract with the EPC provider at any time.",2
"Christi, I was unable to open the file can you please send a hard copy.",2
Click below to visit Evite for more information about the event and also to RSVP.,2
Come join me on Popset to create and share beautiful photo sets.,2
Comedy Central would like you to please pause your Labor Day barbecues to watch them roast James Franco - $LINK - A.V. Club,2
Could send me and Stephanie each one?,2
Could you also forward to the SF office.,2
Could you attempt to get Lucio to respond?,2
Could you forward that part?,2
"Could you forward to the lovely Ms Scott, since every time I type her name in, I get someone from ECT. Can't wait to hear more about Herr Cherr-y.",2
Could you get Terry authorization to path in Unify please?,2
Could you get with Twanda to do that?,2
Could you give me the January 2001 Gas Daily's for the following points,2
Could you make dinner on Wednesday night (the 17th)?,2
Could you please email or fax to me the Commission's decision denying Edison's emergency motion?,2
Could you please make sure that everyone in the office has this call-in number.,2
Could you please print out a copy and forward it along to Ken Lay prior to his departure for Washington D.C.? Thanks very much.,2
Could you please put me in contact with your team handling the communications for the transition or meet with me personally to discuss?,2
Could you please read this request and get back to Mark with the info ASAP?,2
Could you please send me a picture,2
Could you please send the documents to our office in Calgary.,2
Could you please set up a conference call and send the information to the list below?,2
Could you please write a very brief synopsis of what took place on the IEP PR call?,2
Could you re-send.,2
Could you resend it?,2
Could you teach my brother how to use his e-mail?,2
Could you test this out for me?,2
"Created by KOKCard,please refer $LINK",2
"Dave, why don't you send it to Steve for review.",2
"Dena, Just confirming with you that I am not going to be at today's meeting.",2
Diane: if you could handle this please.,2
Did Carolyn call you last night regarding Candis' hotel slumber party?,2
Didn't you get the Christmas card with pics?,2
Do we need to add the PX letter to the agenda for tomorrow's 10 AM call?,2
Do you want to go to Austin tonight?,2
Does this mean I don't have to read all those emails you sent me?,2
"Don't forget tonight is the season premier of ""Frasier"".",2
Don't forget tonight is the season premier of Frasier.,2
"Don’t miss your chances to win, if this message went into your Spam folder please mark it as Not Spam.",2
Drop by soon to give me an update on life at Enron for you.,2
Feel free to move forward with whatever you need to do.,2
"Find resources today, get back in school tomorrow!",2
"First, please use your PC/Mac to download and operate the program for backup and restoration from $LINK",2
For Full Details please read the attached .html,2
"For Tim and Chris, could you please call 713-584-2067.",2
"For all other issues, including next steps once you have completed this process, please contact Hardee's directly.",2
For assistance with your account please call 800-769-3571 to speak to an ACCC representative.,2
"For more information about Simplenote Premium, please see:",2
For more information please follow the URL below:,2
For the perfume lover on your Christmas list: try this ... $LINK,2
"For those of you in Houston - there will be a going away party/happy hour on Friday, August 4th at the Midtown Station - starting at 5:30 p.m.",2
"Forward this information to: Joseph A. Thompson Manager, Business Development Dominion Transmission Gathering & Production Division 500 Davisson Run Road Clarksburg, WV 26301",2
"Gary, We need to have two more books created as soon as possible.",2
Give it a try and tell us what you think.,2
Give my best to Ray and tell him to hurry up and get this messed resolved.,2
"Go ahead and send it out to Frevert, McMahon, Bowen and Haedicke.",2
Go home before 11pm today!,2
"Going forward, I think we as a management team including yourself should discuss what the strategy should be going forward.",2
"Going foward, please join the Legal Committee starting this coming Monday and every other week.",2
Good morning can I get rates and pics please,2
Great--please send me the current draft on Thur.,2
Great--please send to MKM and other interested parties.,2
"Greetings everyone- With a week and a half to go until our second session, I wanted to check in and ask you to begin thinking in your learning teams about how you want to share the information you have been gathering with the larger group.",2
"Greetings: Sorry to bother you with this, but I'm travelling, and if you could leave the call-in number for tomorrow's meeting on my voice mail, I'll be forever indebted.",2
"Guys, FYI - Ben, can you follow up with this person with our interest or lack thereof whichever is applicable.",2
"Guys, I will set up a monthly meeting between myself and you guys to discuss deal flow, priorities and strategy - I think you will find that more effective and I can keep the other meeting small.",2
"Guys, please attend if available.",2
Have a look in your humidor tonight.,2
"Have there been any more reactions to the presentation that McCullough made at the ""volatility conference"" in Portland last week?",2
He asked me to e-mail you so that you could put this on his calendar and said that you would e-mail his wife to check the date as well.,2
"Hey, I know it's a pain, but I think there would be value in getting together (if folks are available) on Thursday evening from 7-10 with (lots of) beer and pizza and grind through the finance case.",2
"Hey, send them again.",2
Hi Maureen: Could you please make sure that Steve gets these?,2
"Hi, please save this important email.",2
Hi: Could you send me a copy of the Trustee letter?,2
How about 1100 am on Monday to discuss the NEXT deal?,2
How do you get on the agenda?,2
I also wanted to know if you can possibly spare Hoang for two days the week of 10/8.,2
I am about to go to lunch right now so call me on the cell phone if you need me.,2
I am comfortable with you forwarding these comments to Laine at your discretion.,2
I am open for luch Wednesday and Thursday.,2
"I am pleased to invite you to participate in the 2014 Fall Career Fair on Tuesday, September 30th, held outside on beautiful White Plaza.",2
"I am sorry for the delay, but we were waiting to receive more of the workshop evaluations so that we could provide you a more complete assessment of the workshop by the attendees.",2
"I am sorry that I won't be able to drink a beer with you as a send off, but perhaps we can have one in London later in January as your welcome to London.",2
"I am sure this is a joke , but I dont get it.. Please explain - ANd I am doing fine - I am tired these days ( that age thing , you know).",2
I assume that you will go through these documents for benefits/plan issues and then send relevant ones to Pat this week.,2
I assume that you will have the Argentines to Brazil for the discussion and any one else you think appropriate.,2
"I believe EE&CC is working the issues; however, a phone call from you to emphasize the importance to Enron will add extra encouragement.",2
I believe we are scheduled to start at 900am Thursday.,2
I can certainly understand that you will reconsider the trip to Houston next week.,2
I expect an answer by early next week -- I hope Monday.,2
I hate to bother you with this request because I realize you must be very busy; I was wondering if you had a chance to forward my resume to Ginger Gamble (at Reliant) and Carol Scherer (at Duke Energy).,2
I have attached for your review the letter requests from Northern to you and the e-mails which were traded back and forth from yourself and Argent.,2
"I have cleared my calendar, so any time in the morning works for me.",2
"I have you jacket in my car, so let me know what you want to do about that.",2
"I hope all is well with you, and one day when you are in the DC area and have nothing better to do you will let me have the opportunity to visit over dinner and reflect on how many years it has been since you and we created the Natural Gas Clearing House.",2
"I just happened to be in Dave's email looking for something for him........I saw your name and thought maybe I'd better see if this was something I needed to put on his calendar.....As a rule, I do not go into Dave's email unless I am told or looking for something that someone has requested me to print and give to him.....so, if you need something to be put on his calendar, please copy me on it or chances are I may or may not find out about it...",2
I just wanted to know whether you still had time for a quick meeting.,2
"I know you have been kind enough for the connection, I was wondering if you could help me find out if Mr. Heffner did receive them.",2
I look forward to continuing our discussions from 2000 on how we can be better together - I am committed to doing this the right way as I know you are.,2
I need this done this week if possible.,2
I need to know if you want to download this or if I should pass it on to another member...,2
I need what we discussed yesterday.,2
I shall spend more time looking at it over the weekend and if I see a problem I shall call you on Monday.,2
I suggest a brief meeting to discuss strategy before anything is sent to SW.,2
"I suggest doing it in writing, rather than an email that could be manipulated.",2
"I think so--Martha, please get me into this gig.",2
I think that it would be useful for Ken to join the call.,2
I think that you should check in with her afterwards to get a briefing since I'll be getting off for another call in the next 5 minutes.,2
I think we can chat generally on the phone and give them the ballpark results without actually sending the schedules to him.,2
I think we need to get back to Jeff not next week but the following week with a strawman.,2
I think you need to call me.,2
I understand you won't be in town for the rehearsal so we look forward to seeing you before the wedding.,2
I will contact your office next week to find a convenient time for us to visit on this matter.,2
I will get back in touch if the Tuesday lunch does open up.,2
I would also like to sit down with you some time this week to talk about PJM fundamentals and co-ordinating our analytical efforts.,2
"I would also suggest attending the task force meeting, providing EES management is agreeable, to get a better picture of what is going on.",2
I would anticipate that we sit down with Rick and Jeff at the end of January - please have package available for my review by mid January.,2
"I would appreciate your review of Section 4.14 in particular, given your familiarity with the compensation plans and benefit plans.",2
I would greatly appreciate your help in resolving this issue as soon as possible.,2
I would like to get access to Mimic.,2
I would like to have this by Wednesday night in everyone's e-mail Thursday morning.,2
I would suggest that we try to set up a follow up meeting in early October once you have completed your work.,2
"I would suggest that you find a day over the next couple weeks to meet Rob in Calgary to speak in detail about the role, the market and expectations.",2
I'd be happy to hear from you.,2
I'd love to get caught up with you and share some new tales of woe from the pipeline group.,2
I'll call again on Friday.,2
I'll have my assistant call to set-up the phone call early next week.,2
I'll see what i can do and get back to you.,2
I'm almost afraid to ask when you might have a slot open for lunch... any ideas?,2
"I'm focused on the letter, so it would be very helpful if you could draft some brief message points and email to me and Karen.",2
I'm having lunch with Dan today - want to join us?,2
"I'm in Vegas this weekend, want to come.",2
"I'm trying to meet a deadline at the moment, but are you free this afternoon?",2
I'm very excited about going to the dome this weekend and looking forward to seeing you guys.,2
"I'm very much looking forward to meeting you, and hope that you can visit the office while your hear to discuss California.",2
I've roughed out a document for you to discuss.,2
"If clicking the link above doesn't work, please copy and paste the URL in a new browser window instead.",2
"If not, please keep this message and try to view it on a",2
"If not, would you like to come to Ryan's stag?",2
"If possible, could you get them to me by tomorrow afternoon?",2
"If she is not on your list yet, why don't you call her for an introduction and give her the rundown on the schools that you are responsible for so that she can make a choice.",2
"If so, can you sneak the clubs past your wife?",2
"If so, please forward it to me.",2
"If the above URL does not work, please use your Web browser to go to:",2
If the above activation link doesn't work please visit $LINK,2
"If the gas pipeline rate is set at the minimum rate Enron can live with, does the power plant make enough $$$ to make the project work?",2
"If the mobile application is asking you for a confirmation code, please use this code:",2
"If this is the best time to put that in writing for Europe, then by all means go forward with that.",2
"If this was you, and you want to give this application access to your account, complete the troubleshooting steps listed at $LINK",2
"If you are interested in joining us next summer as an intern, we would be very happy to have you.",2
"If you can come, I would be great for you to address the group if you would like to do so.",2
"If you can make the case for this gas flowing without constraint, then I see no problem in making a fixed price bid for the full volume.",2
"If you could get info to Joseph on where the Woodlands is and where I need to go once I arrive there, I'd be eternally indebted.",2
"If you feel this is an error from our side, we'd like to hear about it in the feedback forums at $LINK",2
"If you find that the credit monitoring alert is not something that you caused or authorized, please call our customer service center immediately and we will help you contact the applicable credit bureau.",2
"If you find that you have any questions along the way you may contact me directly at 866-333-0989 Extension 4864, send me an email with any questions you might have or contact your preferred ACT! Certified Consultant.",2
"If you have a question that we haven't addressed, let us know and we can help you track down an answer!",2
